"","name","dict"
"gregtech:frame_heavy_quark_degenerate_matter:12","Missing[]","Missing[]"
"gregtech:frame_heavy_quark_degenerate_matter:13","Missing[]","Missing[]"
"gregtech:frame_heavy_quark_degenerate_matter:14","Missing[]","Missing[]"
"gregtech:frame_heavy_quark_degenerate_matter:15","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:0","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:1","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:2","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:3","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:4","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:5","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:6","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:7","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:8","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:9","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:10","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:11","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:12","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:13","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:14","Missing[]","Missing[]"
"gregtech:frame_hg_alloy:15","Missing[]","Missing[]"
"gregtech:frame_hsse:0","Missing[]","Missing[]"
"gregtech:frame_hsse:1","Missing[]","Missing[]"
"gregtech:frame_hsse:2","Missing[]","Missing[]"
"gregtech:frame_hsse:3","Missing[]","Missing[]"
"gregtech:frame_hsse:4","Missing[]","Missing[]"
"gregtech:frame_hsse:5","Missing[]","Missing[]"
"gregtech:frame_hsse:6","Missing[]","Missing[]"
"gregtech:frame_hsse:7","Missing[]","Missing[]"
"gregtech:frame_hsse:8","Missing[]","Missing[]"
"gregtech:frame_hsse:9","Missing[]","Missing[]"
"gregtech:frame_hsse:10","Missing[]","Missing[]"
"gregtech:frame_hsse:11","Missing[]","Missing[]"
"gregtech:frame_hsse:12","Missing[]","Missing[]"
"gregtech:frame_hsse:13","Missing[]","Missing[]"
"gregtech:frame_hsse:14","Missing[]","Missing[]"
"gregtech:frame_hsse:15","Missing[]","Missing[]"
"gregtech:frame_hssg:0","Missing[]","Missing[]"
"gregtech:frame_hssg:1","Missing[]","Missing[]"
"gregtech:frame_hssg:2","Missing[]","Missing[]"
"gregtech:frame_hssg:3","Missing[]","Missing[]"
"gregtech:frame_hssg:4","Missing[]","Missing[]"
"gregtech:frame_hssg:5","Missing[]","Missing[]"
"gregtech:frame_hssg:6","Missing[]","Missing[]"
"gregtech:frame_hssg:7","Missing[]","Missing[]"
"gregtech:frame_hssg:8","Missing[]","Missing[]"
"gregtech:frame_hssg:9","Missing[]","Missing[]"
"gregtech:frame_hssg:10","Missing[]","Missing[]"
"gregtech:frame_hssg:11","Missing[]","Missing[]"
"gregtech:frame_hssg:12","Missing[]","Missing[]"
"gregtech:frame_hssg:13","Missing[]","Missing[]"
"gregtech:frame_hssg:14","Missing[]","Missing[]"
"gregtech:frame_hssg:15","Missing[]","Missing[]"
"gregtech:frame_hsss:0","Missing[]","Missing[]"
"gregtech:frame_hsss:1","Missing[]","Missing[]"
"gregtech:frame_hsss:2","Missing[]","Missing[]"
"gregtech:frame_hsss:3","Missing[]","Missing[]"
"gregtech:frame_hsss:4","Missing[]","Missing[]"
"gregtech:frame_hsss:5","Missing[]","Missing[]"
"gregtech:frame_hsss:6","Missing[]","Missing[]"
"gregtech:frame_hsss:7","Missing[]","Missing[]"
"gregtech:frame_hsss:8","Missing[]","Missing[]"
"gregtech:frame_hsss:9","Missing[]","Missing[]"
"gregtech:frame_hsss:10","Missing[]","Missing[]"
"gregtech:frame_hsss:11","Missing[]","Missing[]"
"gregtech:frame_hsss:12","Missing[]","Missing[]"
"gregtech:frame_hsss:13","Missing[]","Missing[]"
"gregtech:frame_hsss:14","Missing[]","Missing[]"
"gregtech:frame_hsss:15","Missing[]","Missing[]"
"gregtech:frame_incoloy813:0","Missing[]","Missing[]"
"gregtech:frame_incoloy813:1","Missing[]","Missing[]"
"gregtech:frame_incoloy813:2","Missing[]","Missing[]"
"gregtech:frame_incoloy813:3","Missing[]","Missing[]"
"gregtech:frame_incoloy813:4","Missing[]","Missing[]"
"gregtech:frame_incoloy813:5","Missing[]","Missing[]"
"gregtech:frame_incoloy813:6","Missing[]","Missing[]"
"gregtech:frame_incoloy813:7","Missing[]","Missing[]"
"gregtech:frame_incoloy813:8","Missing[]","Missing[]"
"gregtech:frame_incoloy813:9","Missing[]","Missing[]"
"gregtech:frame_incoloy813:10","Missing[]","Missing[]"
"gregtech:frame_incoloy813:11","Missing[]","Missing[]"
"gregtech:frame_incoloy813:12","Missing[]","Missing[]"
"gregtech:frame_incoloy813:13","Missing[]","Missing[]"
"gregtech:frame_incoloy813:14","Missing[]","Missing[]"
"gregtech:frame_incoloy813:15","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:0","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:1","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:2","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:3","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:4","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:5","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:6","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:7","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:8","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:9","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:10","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:11","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:12","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:13","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:14","Missing[]","Missing[]"
"gregtech:frame_incoloy_ma:15","Missing[]","Missing[]"
"gregtech:frame_inconel_a:0","Missing[]","Missing[]"
"gregtech:frame_inconel_a:1","Missing[]","Missing[]"
"gregtech:frame_inconel_a:2","Missing[]","Missing[]"
"gregtech:frame_inconel_a:3","Missing[]","Missing[]"
"gregtech:frame_inconel_a:4","Missing[]","Missing[]"
"gregtech:frame_inconel_a:5","Missing[]","Missing[]"
"gregtech:frame_inconel_a:6","Missing[]","Missing[]"
"gregtech:frame_inconel_a:7","Missing[]","Missing[]"
"gregtech:frame_inconel_a:8","Missing[]","Missing[]"
"gregtech:frame_inconel_a:9","Missing[]","Missing[]"
"gregtech:frame_inconel_a:10","Missing[]","Missing[]"
"gregtech:frame_inconel_a:11","Missing[]","Missing[]"
"gregtech:frame_inconel_a:12","Missing[]","Missing[]"
"gregtech:frame_inconel_a:13","Missing[]","Missing[]"
"gregtech:frame_inconel_a:14","Missing[]","Missing[]"
"gregtech:frame_inconel_a:15","Missing[]","Missing[]"
"gregtech:frame_inconel_b:0","Missing[]","Missing[]"
"gregtech:frame_inconel_b:1","Missing[]","Missing[]"
"gregtech:frame_inconel_b:2","Missing[]","Missing[]"
"gregtech:frame_inconel_b:3","Missing[]","Missing[]"
"gregtech:frame_inconel_b:4","Missing[]","Missing[]"
"gregtech:frame_inconel_b:5","Missing[]","Missing[]"
"gregtech:frame_inconel_b:6","Missing[]","Missing[]"
"gregtech:frame_inconel_b:7","Missing[]","Missing[]"
"gregtech:frame_inconel_b:8","Missing[]","Missing[]"
"gregtech:frame_inconel_b:9","Missing[]","Missing[]"
"gregtech:frame_inconel_b:10","Missing[]","Missing[]"
"gregtech:frame_inconel_b:11","Missing[]","Missing[]"
"gregtech:frame_inconel_b:12","Missing[]","Missing[]"
"gregtech:frame_inconel_b:13","Missing[]","Missing[]"
"gregtech:frame_inconel_b:14","Missing[]","Missing[]"
"gregtech:frame_inconel_b:15","Missing[]","Missing[]"
"gregtech:frame_invar:0","Missing[]","Missing[]"
"gregtech:frame_invar:1","Missing[]","Missing[]"
"gregtech:frame_invar:2","Missing[]","Missing[]"
"gregtech:frame_invar:3","Missing[]","Missing[]"
"gregtech:frame_invar:4","Missing[]","Missing[]"
"gregtech:frame_invar:5","Missing[]","Missing[]"
"gregtech:frame_invar:6","Missing[]","Missing[]"
"gregtech:frame_invar:7","Missing[]","Missing[]"
"gregtech:frame_invar:8","Missing[]","Missing[]"
"gregtech:frame_invar:9","Missing[]","Missing[]"
"gregtech:frame_invar:10","Missing[]","Missing[]"
"gregtech:frame_invar:11","Missing[]","Missing[]"
"gregtech:frame_invar:12","Missing[]","Missing[]"
"gregtech:frame_invar:13","Missing[]","Missing[]"
"gregtech:frame_invar:14","Missing[]","Missing[]"
"gregtech:frame_invar:15","Missing[]","Missing[]"
"gregtech:frame_iridium:0","Missing[]","Missing[]"
"gregtech:frame_iridium:1","Missing[]","Missing[]"
"gregtech:frame_iridium:2","Missing[]","Missing[]"
"gregtech:frame_iridium:3","Missing[]","Missing[]"
"gregtech:frame_iridium:4","Missing[]","Missing[]"
"gregtech:frame_iridium:5","Missing[]","Missing[]"
"gregtech:frame_iridium:6","Missing[]","Missing[]"
"gregtech:frame_iridium:7","Missing[]","Missing[]"
"gregtech:frame_iridium:8","Missing[]","Missing[]"
"gregtech:frame_iridium:9","Missing[]","Missing[]"
"gregtech:frame_iridium:10","Missing[]","Missing[]"
"gregtech:frame_iridium:11","Missing[]","Missing[]"
"gregtech:frame_iridium:12","Missing[]","Missing[]"
"gregtech:frame_iridium:13","Missing[]","Missing[]"
"gregtech:frame_iridium:14","Missing[]","Missing[]"
"gregtech:frame_iridium:15","Missing[]","Missing[]"
"gregtech:frame_iron:0","Missing[]","Missing[]"
"gregtech:frame_iron:1","Missing[]","Missing[]"
"gregtech:frame_iron:2","Missing[]","Missing[]"
"gregtech:frame_iron:3","Missing[]","Missing[]"
"gregtech:frame_iron:4","Missing[]","Missing[]"
"gregtech:frame_iron:5","Missing[]","Missing[]"
"gregtech:frame_iron:6","Missing[]","Missing[]"
"gregtech:frame_iron:7","Missing[]","Missing[]"
"gregtech:frame_iron:8","Missing[]","Missing[]"
"gregtech:frame_iron:9","Missing[]","Missing[]"
"gregtech:frame_iron:10","Missing[]","Missing[]"
"gregtech:frame_iron:11","Missing[]","Missing[]"
"gregtech:frame_iron:12","Missing[]","Missing[]"
"gregtech:frame_iron:13","Missing[]","Missing[]"
"gregtech:frame_iron:14","Missing[]","Missing[]"
"gregtech:frame_iron:15","Missing[]","Missing[]"
"gregtech:frame_lafium:0","Missing[]","Missing[]"
"gregtech:frame_lafium:1","Missing[]","Missing[]"
"gregtech:frame_lafium:2","Missing[]","Missing[]"
"gregtech:frame_lafium:3","Missing[]","Missing[]"
"gregtech:frame_lafium:4","Missing[]","Missing[]"
"gregtech:frame_lafium:5","Missing[]","Missing[]"
"gregtech:frame_lafium:6","Missing[]","Missing[]"
"gregtech:frame_lafium:7","Missing[]","Missing[]"
"gregtech:frame_lafium:8","Missing[]","Missing[]"
"gregtech:frame_lafium:9","Missing[]","Missing[]"
"gregtech:frame_lafium:10","Missing[]","Missing[]"
"gregtech:frame_lafium:11","Missing[]","Missing[]"
"gregtech:frame_lafium:12","Missing[]","Missing[]"
"gregtech:frame_lafium:13","Missing[]","Missing[]"
"gregtech:frame_lafium:14","Missing[]","Missing[]"
"gregtech:frame_lafium:15","Missing[]","Missing[]"
"gregtech:frame_lead:0","Missing[]","Missing[]"
"gregtech:frame_lead:1","Missing[]","Missing[]"
"gregtech:frame_lead:2","Missing[]","Missing[]"
"gregtech:frame_lead:3","Missing[]","Missing[]"
"gregtech:frame_lead:4","Missing[]","Missing[]"
"gregtech:frame_lead:5","Missing[]","Missing[]"
"gregtech:frame_lead:6","Missing[]","Missing[]"
"gregtech:frame_lead:7","Missing[]","Missing[]"
"gregtech:frame_lead:8","Missing[]","Missing[]"
"gregtech:frame_lead:9","Missing[]","Missing[]"
"gregtech:frame_lead:10","Missing[]","Missing[]"
"gregtech:frame_lead:11","Missing[]","Missing[]"
"gregtech:frame_lead:12","Missing[]","Missing[]"
"gregtech:frame_lead:13","Missing[]","Missing[]"
"gregtech:frame_lead:14","Missing[]","Missing[]"
"gregtech:frame_lead:15","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:0","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:1","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:2","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:3","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:4","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:5","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:6","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:7","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:8","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:9","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:10","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:11","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:12","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:13","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:14","Missing[]","Missing[]"
"gregtech:frame_lithium_titanate:15","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:0","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:1","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:2","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:3","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:4","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:5","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:6","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:7","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:8","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:9","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:10","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:11","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:12","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:13","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:14","Missing[]","Missing[]"
"gregtech:frame_maraging_steel_a:15","Missing[]","Missing[]"
"gregtech:frame_mendelevium:0","Missing[]","Missing[]"
"gregtech:frame_mendelevium:1","Missing[]","Missing[]"
"gregtech:frame_mendelevium:2","Missing[]","Missing[]"
"gregtech:frame_mendelevium:3","Missing[]","Missing[]"
"gregtech:frame_mendelevium:4","Missing[]","Missing[]"
"gregtech:frame_mendelevium:5","Missing[]","Missing[]"
"gregtech:frame_mendelevium:6","Missing[]","Missing[]"
"gregtech:frame_mendelevium:7","Missing[]","Missing[]"
"gregtech:frame_mendelevium:8","Missing[]","Missing[]"
"gregtech:frame_mendelevium:9","Missing[]","Missing[]"
"gregtech:frame_mendelevium:10","Missing[]","Missing[]"
"gregtech:frame_mendelevium:11","Missing[]","Missing[]"
"gregtech:frame_mendelevium:12","Missing[]","Missing[]"
"gregtech:frame_mendelevium:13","Missing[]","Missing[]"
"gregtech:frame_mendelevium:14","Missing[]","Missing[]"
"gregtech:frame_mendelevium:15","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:0","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:1","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:2","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:3","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:4","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:5","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:6","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:7","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:8","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:9","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:10","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:11","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:12","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:13","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:14","Missing[]","Missing[]"
"gregtech:frame_metastable_flerovium:15","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:0","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:1","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:2","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:3","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:4","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:5","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:6","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:7","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:8","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:9","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:10","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:11","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:12","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:13","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:14","Missing[]","Missing[]"
"gregtech:frame_metastable_hassium:15","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:0","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:1","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:2","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:3","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:4","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:5","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:6","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:7","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:8","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:9","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:10","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:11","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:12","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:13","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:14","Missing[]","Missing[]"
"gregtech:frame_metastable_oganesson:15","Missing[]","Missing[]"
"gregtech:frame_naquadria:0","Missing[]","Missing[]"
"gregtech:frame_naquadria:1","Missing[]","Missing[]"
"gregtech:frame_naquadria:2","Missing[]","Missing[]"
"gregtech:frame_naquadria:3","Missing[]","Missing[]"
"gregtech:frame_naquadria:4","Missing[]","Missing[]"
"gregtech:frame_naquadria:5","Missing[]","Missing[]"
"gregtech:frame_naquadria:6","Missing[]","Missing[]"
"gregtech:frame_naquadria:7","Missing[]","Missing[]"
"gregtech:frame_naquadria:8","Missing[]","Missing[]"
"gregtech:frame_naquadria:9","Missing[]","Missing[]"
"gregtech:frame_naquadria:10","Missing[]","Missing[]"
"gregtech:frame_naquadria:11","Missing[]","Missing[]"
"gregtech:frame_naquadria:12","Missing[]","Missing[]"
"gregtech:frame_naquadria:13","Missing[]","Missing[]"
"gregtech:frame_naquadria:14","Missing[]","Missing[]"
"gregtech:frame_naquadria:15","Missing[]","Missing[]"
"gregtech:frame_neptunium:0","Missing[]","Missing[]"
"gregtech:frame_neptunium:1","Missing[]","Missing[]"
"gregtech:frame_neptunium:2","Missing[]","Missing[]"
"gregtech:frame_neptunium:3","Missing[]","Missing[]"
"gregtech:frame_neptunium:4","Missing[]","Missing[]"
"gregtech:frame_neptunium:5","Missing[]","Missing[]"
"gregtech:frame_neptunium:6","Missing[]","Missing[]"
"gregtech:frame_neptunium:7","Missing[]","Missing[]"
"gregtech:frame_neptunium:8","Missing[]","Missing[]"
"gregtech:frame_neptunium:9","Missing[]","Missing[]"
"gregtech:frame_neptunium:10","Missing[]","Missing[]"
"gregtech:frame_neptunium:11","Missing[]","Missing[]"
"gregtech:frame_neptunium:12","Missing[]","Missing[]"
"gregtech:frame_neptunium:13","Missing[]","Missing[]"
"gregtech:frame_neptunium:14","Missing[]","Missing[]"
"gregtech:frame_neptunium:15","Missing[]","Missing[]"
"gregtech:frame_neutronium:0","Missing[]","Missing[]"
"gregtech:frame_neutronium:1","Missing[]","Missing[]"
"gregtech:frame_neutronium:2","Missing[]","Missing[]"
"gregtech:frame_neutronium:3","Missing[]","Missing[]"
"gregtech:frame_neutronium:4","Missing[]","Missing[]"
"gregtech:frame_neutronium:5","Missing[]","Missing[]"
"gregtech:frame_neutronium:6","Missing[]","Missing[]"
"gregtech:frame_neutronium:7","Missing[]","Missing[]"
"gregtech:frame_neutronium:8","Missing[]","Missing[]"
"gregtech:frame_neutronium:9","Missing[]","Missing[]"
"gregtech:frame_neutronium:10","Missing[]","Missing[]"
"gregtech:frame_neutronium:11","Missing[]","Missing[]"
"gregtech:frame_neutronium:12","Missing[]","Missing[]"
"gregtech:frame_neutronium:13","Missing[]","Missing[]"
"gregtech:frame_neutronium:14","Missing[]","Missing[]"
"gregtech:frame_neutronium:15","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:0","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:1","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:2","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:3","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:4","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:5","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:6","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:7","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:8","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:9","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:10","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:11","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:12","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:13","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:14","Missing[]","Missing[]"
"gregtech:frame_nitinol_a:15","Missing[]","Missing[]"
"gregtech:frame_osmiridium:0","Missing[]","Missing[]"
"gregtech:frame_osmiridium:1","Missing[]","Missing[]"
"gregtech:frame_osmiridium:2","Missing[]","Missing[]"
"gregtech:frame_osmiridium:3","Missing[]","Missing[]"
"gregtech:frame_osmiridium:4","Missing[]","Missing[]"
"gregtech:frame_osmiridium:5","Missing[]","Missing[]"
"gregtech:frame_osmiridium:6","Missing[]","Missing[]"
"gregtech:frame_osmiridium:7","Missing[]","Missing[]"
"gregtech:frame_osmiridium:8","Missing[]","Missing[]"
"gregtech:frame_osmiridium:9","Missing[]","Missing[]"
"gregtech:frame_osmiridium:10","Missing[]","Missing[]"
"gregtech:frame_osmiridium:11","Missing[]","Missing[]"
"gregtech:frame_osmiridium:12","Missing[]","Missing[]"
"gregtech:frame_osmiridium:13","Missing[]","Missing[]"
"gregtech:frame_osmiridium:14","Missing[]","Missing[]"
"gregtech:frame_osmiridium:15","Missing[]","Missing[]"
"gregtech:frame_pikyonium:0","Missing[]","Missing[]"
"gregtech:frame_pikyonium:1","Missing[]","Missing[]"
"gregtech:frame_pikyonium:2","Missing[]","Missing[]"
"gregtech:frame_pikyonium:3","Missing[]","Missing[]"
"gregtech:frame_pikyonium:4","Missing[]","Missing[]"
"gregtech:frame_pikyonium:5","Missing[]","Missing[]"
"gregtech:frame_pikyonium:6","Missing[]","Missing[]"
"gregtech:frame_pikyonium:7","Missing[]","Missing[]"
"gregtech:frame_pikyonium:8","Missing[]","Missing[]"
"gregtech:frame_pikyonium:9","Missing[]","Missing[]"
"gregtech:frame_pikyonium:10","Missing[]","Missing[]"
"gregtech:frame_pikyonium:11","Missing[]","Missing[]"
"gregtech:frame_pikyonium:12","Missing[]","Missing[]"
"gregtech:frame_pikyonium:13","Missing[]","Missing[]"
"gregtech:frame_pikyonium:14","Missing[]","Missing[]"
"gregtech:frame_pikyonium:15","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:0","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:1","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:2","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:3","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:4","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:5","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:6","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:7","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:8","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:9","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:10","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:11","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:12","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:13","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:14","Missing[]","Missing[]"
"gregtech:frame_plutonium_radioactive:15","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:0","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:1","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:2","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:3","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:4","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:5","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:6","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:7","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:8","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:9","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:10","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:11","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:12","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:13","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:14","Missing[]","Missing[]"
"gregtech:frame_polytetrafluoroethylene:15","Missing[]","Missing[]"
"gregtech:frame_potin:0","Missing[]","Missing[]"
"gregtech:frame_potin:1","Missing[]","Missing[]"
"gregtech:frame_potin:2","Missing[]","Missing[]"
"gregtech:frame_potin:3","Missing[]","Missing[]"
"gregtech:frame_potin:4","Missing[]","Missing[]"
"gregtech:frame_potin:5","Missing[]","Missing[]"
"gregtech:frame_potin:6","Missing[]","Missing[]"
"gregtech:frame_potin:7","Missing[]","Missing[]"
"gregtech:frame_potin:8","Missing[]","Missing[]"
"gregtech:frame_potin:9","Missing[]","Missing[]"
"gregtech:frame_potin:10","Missing[]","Missing[]"
"gregtech:frame_potin:11","Missing[]","Missing[]"
"gregtech:frame_potin:12","Missing[]","Missing[]"
"gregtech:frame_potin:13","Missing[]","Missing[]"
"gregtech:frame_potin:14","Missing[]","Missing[]"
"gregtech:frame_potin:15","Missing[]","Missing[]"
"gregtech:frame_protactinium:0","Missing[]","Missing[]"
"gregtech:frame_protactinium:1","Missing[]","Missing[]"
"gregtech:frame_protactinium:2","Missing[]","Missing[]"
"gregtech:frame_protactinium:3","Missing[]","Missing[]"
"gregtech:frame_protactinium:4","Missing[]","Missing[]"
"gregtech:frame_protactinium:5","Missing[]","Missing[]"
"gregtech:frame_protactinium:6","Missing[]","Missing[]"
"gregtech:frame_protactinium:7","Missing[]","Missing[]"
"gregtech:frame_protactinium:8","Missing[]","Missing[]"
"gregtech:frame_protactinium:9","Missing[]","Missing[]"
"gregtech:frame_protactinium:10","Missing[]","Missing[]"
"gregtech:frame_protactinium:11","Missing[]","Missing[]"
