"Registry name","Meta/dmg","Display name","Ore Dict Keys","NBT"
"gregtech:meta_item_1",5746,"Crushed Naquadriatic Compound Ore","crushedNaquadriaticCompound",""
"gregtech:meta_item_1",5747,"Crushed Enriched Naquadric Compound Ore","crushedEnrichedNaquadricCompound",""
"gregtech:meta_item_1",5748,"Crushed Naquadric Compound Ore","crushedNaquadricCompound",""
"gregtech:meta_item_1",5786,"Crushed Fermium Ore","crushedFermium",""
"gregtech:meta_item_1",5791,"Crushed Einsteinium Ore","crushedEinsteinium",""
"gregtech:meta_item_1",5797,"Crushed Californium Ore","crushedCalifornium",""
"gregtech:meta_item_1",5801,"Crushed Berkelium Ore","crushedBerkelium",""
"gregtech:meta_item_1",5807,"Crushed Curium Ore","crushedCurium",""
"gregtech:meta_item_1",5814,"Crushed Plutonium Ore","crushedPlutoniumRadioactive",""
"gregtech:meta_item_1",5818,"Crushed Neptunium Ore","crushedNeptunium",""
"gregtech:meta_item_1",5822,"Crushed Uranium Ore","crushedUraniumRadioactive",""
"gregtech:meta_item_1",5827,"Crushed Precious Metal Ore","crushedPreciousMetal",""
"gregtech:meta_item_1",5836,"Crushed Triniite Ore","crushedTriniite",""
"gregtech:meta_item_1",5867,"Crushed Rhodium Salt Ore","crushedRhodiumSalt",""
"gregtech:meta_item_1",5869,"Crushed Rhodium Ore","crushedRhodium",""
"gregtech:meta_item_1",5877,"Crushed Iridium Metal Residue Ore","crushedIridiumMetalResidue",""
"gregtech:meta_item_1",5878,"Crushed Rarest Metal Residue Ore","crushedRarestMetalResidue",""
"gregtech:meta_item_1",5883,"Crushed Ruthenium Ore","crushedRuthenium",""
"gregtech:meta_item_1",5894,"Crushed Palladium Metallic Powder Ore","crushedPalladiumMetallicPowder",""
"gregtech:meta_item_1",5900,"Crushed Platinum Metallic Powder Ore","crushedPlatinumMetallicPowder",""
"gregtech:meta_item_1",5904,"Crushed Zirkelite Ore","crushedZirkelite",""
"gregtech:meta_item_1",5910,"Crushed Prasiolite Ore","crushedPrasiolite",""
"gregtech:meta_item_1",5952,"Crushed Cryotheum Ore","crushedCryotheum",""
"gregtech:meta_item_1",5991,"Crushed Pyrotheum Ore","crushedPyrotheum",""
"gregtech:meta_item_1",6001,"Purified Aluminium Ore","crushedPurifiedAluminium",""
"gregtech:meta_item_1",6002,"Purified Americium Ore","crushedPurifiedAmericium",""
"gregtech:meta_item_1",6007,"Purified Beryllium Ore","crushedPurifiedBeryllium",""
"gregtech:meta_item_1",6008,"Purified Bismuth Ore","crushedPurifiedBismuth",""
"gregtech:meta_item_1",6017,"Purified Cobalt Ore","crushedPurifiedCobalt",""
"gregtech:meta_item_1",6018,"Purified Copper Ore","crushedPurifiedCopper",""
"gregtech:meta_item_1",6026,"Purified Gold Ore","crushedPurifiedGold",""
"gregtech:meta_item_1",6032,"Purified Iridium Ore","crushedPurifiedIridium",""
"gregtech:meta_item_1",6033,"Purified Iron Ore","crushedPurifiedIron",""
"gregtech:meta_item_1",6035,"Purified Lead Ore","crushedPurifiedLead",""
"gregtech:meta_item_1",6036,"Purified Lithium Ore","crushedPurifiedLithium",""
"gregtech:meta_item_1",6041,"Purified Molybdenum Ore","crushedPurifiedMolybdenum",""
"gregtech:meta_item_1",6042,"Purified Neodymium Ore","crushedPurifiedNeodymium",""
"gregtech:meta_item_1",6044,"Purified Nickel Ore","crushedPurifiedNickel",""
"gregtech:meta_item_1",6045,"Purified Niobium Ore","crushedPurifiedNiobium",""
"gregtech:meta_item_1",6047,"Purified Osmium Ore","crushedPurifiedOsmium",""
"gregtech:meta_item_1",6049,"Purified Palladium Ore","crushedPurifiedPalladium",""
"gregtech:meta_item_1",6051,"Purified Platinum Ore","crushedPurifiedPlatinum",""
"gregtech:meta_item_1",6052,"Purified Plutonium 244 Ore","crushedPurifiedPlutonium",""
"gregtech:meta_item_1",6062,"Purified Silver Ore","crushedPurifiedSilver",""
"gregtech:meta_item_1",6065,"Purified Sulfur Ore","crushedPurifiedSulfur",""
"gregtech:meta_item_1",6067,"Purified Tellurium Ore","crushedPurifiedTellurium",""
"gregtech:meta_item_1",6069,"Purified Thorium Ore","crushedPurifiedThorium",""
"gregtech:meta_item_1",6071,"Purified Tin Ore","crushedPurifiedTin",""
"gregtech:meta_item_1",6072,"Purified Titanium Ore","crushedPurifiedTitanium",""
"gregtech:meta_item_1",6074,"Purified Tungsten Ore","crushedPurifiedTungsten",""
"gregtech:meta_item_1",6075,"Purified Uranium 238 Ore","crushedPurifiedUranium",""
"gregtech:meta_item_1",6076,"Purified Uranium 235 Ore","crushedPurifiedUranium235",""
"gregtech:meta_item_1",6079,"Purified Zinc Ore","crushedPurifiedZinc",""
"gregtech:meta_item_1",6085,"Purified Almandine Ore","crushedPurifiedAlmandine,siftable",""
"gregtech:meta_item_1",6086,"Purified Andradite Ore","crushedPurifiedAndradite",""
"gregtech:meta_item_1",6088,"Purified Asbestos Ore","crushedPurifiedAsbestos",""
"gregtech:meta_item_1",6090,"Purified Banded Iron Ore","crushedPurifiedBandedIron",""
"gregtech:meta_item_1",6092,"Purified Blue Topaz Ore","crushedPurifiedBlueTopaz,siftable",""
"gregtech:meta_item_1",6096,"Purified Brown Limonite Ore","crushedPurifiedBrownLimonite",""
"gregtech:meta_item_1",6097,"Purified Calcite Ore","crushedPurifiedCalcite",""
"gregtech:meta_item_1",6098,"Purified Cassiterite Ore","crushedPurifiedCassiterite",""
"gregtech:meta_item_1",6099,"Purified Cassiterite Sand","crushedPurifiedCassiteriteSand",""
"gregtech:meta_item_1",6100,"Purified Chalcopyrite Ore","crushedPurifiedChalcopyrite",""
"gregtech:meta_item_1",6102,"Purified Chromite Ore","crushedPurifiedChromite",""
"gregtech:meta_item_1",6103,"Purified Cinnabar Ore","crushedPurifiedCinnabar,siftable",""
"gregtech:meta_item_1",6106,"Purified Coal Ore","crushedPurifiedCoal,siftable",""
"gregtech:meta_item_1",6107,"Purified Cobaltite Ore","crushedPurifiedCobaltite",""
"gregtech:meta_item_1",6108,"Purified Sheldonite Ore","crushedPurifiedCooperite",""
"gregtech:meta_item_1",6111,"Purified Diamond Ore","crushedPurifiedDiamond,siftable",""
"gregtech:meta_item_1",6113,"Purified Emerald Ore","crushedPurifiedEmerald,siftable",""
"gregtech:meta_item_1",6114,"Purified Galena Ore","crushedPurifiedGalena",""
"gregtech:meta_item_1",6115,"Purified Garnierite Ore","crushedPurifiedGarnierite",""
"gregtech:meta_item_1",6117,"Purified Green Sapphire Ore","crushedPurifiedGreenSapphire,siftable",""
"gregtech:meta_item_1",6118,"Purified Grossular Ore","crushedPurifiedGrossular",""
"gregtech:meta_item_1",6121,"Purified Ilmenite Ore","crushedPurifiedIlmenite",""
"gregtech:meta_item_1",6122,"Purified Rutile Ore","crushedPurifiedRutile,siftable",""
"gregtech:meta_item_1",6123,"Purified Bauxite Ore","crushedPurifiedBauxite",""
"gregtech:meta_item_1",6128,"Purified Lazurite Ore","crushedPurifiedLazurite,siftable",""
"gregtech:meta_item_1",6130,"Purified Magnesite Ore","crushedPurifiedMagnesite",""
"gregtech:meta_item_1",6131,"Purified Magnetite Ore","crushedPurifiedMagnetite",""
"gregtech:meta_item_1",6132,"Purified Molybdenite Ore","crushedPurifiedMolybdenite",""
"gregtech:meta_item_1",6139,"Purified Phosphate Ore","crushedPurifiedPhosphate",""
"gregtech:meta_item_1",6146,"Purified Powellite Ore","crushedPurifiedPowellite",""
"gregtech:meta_item_1",6148,"Purified Pyrite Ore","crushedPurifiedPyrite",""
"gregtech:meta_item_1",6149,"Purified Pyrolusite Ore","crushedPurifiedPyrolusite",""
"gregtech:meta_item_1",6150,"Purified Pyrope Ore","crushedPurifiedPyrope",""
"gregtech:meta_item_1",6151,"Purified Rock Salt Ore","crushedPurifiedRockSalt",""
"gregtech:meta_item_1",6154,"Purified Ruby Ore","crushedPurifiedRuby,siftable",""
"gregtech:meta_item_1",6155,"Purified Salt Ore","crushedPurifiedSalt",""
"gregtech:meta_item_1",6156,"Purified Saltpeter Ore","crushedPurifiedSaltpeter",""
"gregtech:meta_item_1",6157,"Purified Sapphire Ore","crushedPurifiedSapphire,siftable",""
"gregtech:meta_item_1",6158,"Purified Scheelite Ore","crushedPurifiedScheelite",""
"gregtech:meta_item_1",6161,"Purified Sodalite Ore","crushedPurifiedSodalite,siftable",""
"gregtech:meta_item_1",6181,"Purified Spessartine Ore","crushedPurifiedSpessartine",""
"gregtech:meta_item_1",6182,"Purified Sphalerite Ore","crushedPurifiedSphalerite",""
"gregtech:meta_item_1",6185,"Purified Stibnite Ore","crushedPurifiedStibnite",""
"gregtech:meta_item_1",6187,"Purified Tanzanite Ore","crushedPurifiedTanzanite,siftable",""
"gregtech:meta_item_1",6188,"Purified Tetrahedrite Ore","crushedPurifiedTetrahedrite",""
"gregtech:meta_item_1",6190,"Purified Topaz Ore","crushedPurifiedTopaz,siftable",""
"gregtech:meta_item_1",6191,"Purified Tungstate Ore","crushedPurifiedTungstate",""
"gregtech:meta_item_1",6193,"Purified Uraninite Ore","crushedPurifiedUraninite",""
"gregtech:meta_item_1",6198,"Purified Wulfenite Ore","crushedPurifiedWulfenite",""
"gregtech:meta_item_1",6199,"Purified Yellow Limonite Ore","crushedPurifiedYellowLimonite",""
"gregtech:meta_item_1",6201,"Purified Nether Quartz Ore","crushedPurifiedNetherQuartz,siftable",""
"gregtech:meta_item_1",6202,"Purified Certus Quartz Ore","crushedPurifiedCertusQuartz,siftable",""
"gregtech:meta_item_1",6203,"Purified Quartzite Ore","crushedPurifiedQuartzite,siftable",""
"gregtech:meta_item_1",6204,"Purified Graphite Ore","crushedPurifiedGraphite",""
"gregtech:meta_item_1",6206,"Purified Jasper Ore","crushedPurifiedJasper,siftable",""
"gregtech:meta_item_1",6211,"Purified Lignite Coal Ore","crushedPurifiedLignite,siftable",""
"gregtech:meta_item_1",6212,"Purified Olivine Ore","crushedPurifiedOlivine,siftable",""
"gregtech:meta_item_1",6213,"Purified Opal Ore","crushedPurifiedOpal,siftable",""
"gregtech:meta_item_1",6214,"Purified Amethyst Ore","crushedPurifiedAmethyst,siftable",""
"gregtech:meta_item_1",6215,"Purified Redstone Ore","crushedPurifiedRedstone",""
"gregtech:meta_item_1",6216,"Purified Lapis Ore","crushedPurifiedLapis,siftable",""
"gregtech:meta_item_1",6221,"Purified Diatomite Ore","crushedPurifiedDiatomite",""
"gregtech:meta_item_1",6223,"Purified Niter Ore","crushedPurifiedNiter",""
"gregtech:meta_item_1",6224,"Purified Tantalite Ore","crushedPurifiedTantalite",""
"gregtech:meta_item_1",6226,"Purified Apatite Ore","crushedPurifiedApatite,siftable",""
"gregtech:meta_item_1",6239,"Purified Tricalcium Phospate Ore","crushedPurifiedPhosphor",""
"gregtech:meta_item_1",6243,"Purified Red Garnet Ore","crushedPurifiedGarnetRed,siftable",""
"gregtech:meta_item_1",6244,"Purified Yellow Garnet Ore","crushedPurifiedGarnetYellow,siftable",""
"gregtech:meta_item_1",6247,"Purified Vinteum Ore","crushedPurifiedVinteum,siftable",""
"gregtech:meta_item_1",6255,"Purified Vanadium Magnetite Ore","crushedPurifiedVanadiumMagnetite",""
"gregtech:meta_item_1",6266,"Purified Basaltic Mineral Sand Ore","crushedPurifiedBasalticMineralSand",""
"gregtech:meta_item_1",6267,"Purified Granitic Mineral Sand Ore","crushedPurifiedGraniticMineralSand",""
"gregtech:meta_item_1",6268,"Purified Garnet Sand Ore","crushedPurifiedGarnetSand",""
"gregtech:meta_item_1",6270,"Purified Bastnasite Ore","crushedPurifiedBastnasite",""
"gregtech:meta_item_1",6271,"Purified Pentlandite Ore","crushedPurifiedPentlandite",""
"gregtech:meta_item_1",6272,"Purified Spodumene Ore","crushedPurifiedSpodumene",""
"gregtech:meta_item_1",6273,"Purified Pollucite Ore","crushedPurifiedPollucite",""
"gregtech:meta_item_1",6274,"Purified Lepidolite Ore","crushedPurifiedLepidolite",""
"gregtech:meta_item_1",6275,"Purified Glauconite Ore","crushedPurifiedGlauconite",""
"gregtech:meta_item_1",6276,"Purified Glauconite Sand Ore","crushedPurifiedGlauconiteSand",""
"gregtech:meta_item_1",6277,"Purified Vermiculite Ore","crushedPurifiedVermiculite",""
"gregtech:meta_item_1",6278,"Purified Bentonite","crushedPurifiedBentonite",""
"gregtech:meta_item_1",6279,"Purified Fullers Earth Ore","crushedPurifiedFullersEarth",""
"gregtech:meta_item_1",6280,"Purified Pitchblende","crushedPurifiedPitchblende",""
"gregtech:meta_item_1",6281,"Purified Monazite Ore","crushedPurifiedMonazite,siftable",""
"gregtech:meta_item_1",6282,"Purified Malachite Ore","crushedPurifiedMalachite",""
"gregtech:meta_item_1",6284,"Purified Mica Ore","crushedPurifiedMica",""
"gregtech:meta_item_1",6285,"Purified Trona Ore","crushedPurifiedTrona",""
"gregtech:meta_item_1",6286,"Purified Barite Ore","crushedPurifiedBarite",""
"gregtech:meta_item_1",6287,"Purified Gypsum Ore","crushedPurifiedGypsum",""
"gregtech:meta_item_1",6288,"Purified Alunite Ore","crushedPurifiedAlunite",""
"gregtech:meta_item_1",6289,"Purified Dolomite Ore","crushedPurifiedDolomite",""
"gregtech:meta_item_1",6290,"Purified Wollastonite Ore","crushedPurifiedWollastonite",""
"gregtech:meta_item_1",6291,"Purified Zeolite Ore","crushedPurifiedZeolite",""
"gregtech:meta_item_1",6292,"Purified Kyanite Ore","crushedPurifiedKyanite",""
"gregtech:meta_item_1",6293,"Purified Kaolinite Ore","crushedPurifiedKaolinite",""
"gregtech:meta_item_1",6294,"Purified Talc","crushedPurifiedTalc",""
"gregtech:meta_item_1",6295,"Purified Soapstone Ore","crushedPurifiedSoapstone",""
"gregtech:meta_item_1",6307,"Purified Naquadah Ore","crushedPurifiedNaquadah",""
"gregtech:meta_item_1",6309,"Purified Enriched Naquadah Ore","crushedPurifiedNaquadahEnriched",""
"gregtech:meta_item_1",6310,"Purified Naquadria Ore","crushedPurifiedNaquadria",""
"gregtech:meta_item_1",6311,"Purified Tritanium Ore","crushedPurifiedTritanium",""
"gregtech:meta_item_1",6312,"Purified Duranium Ore","crushedPurifiedDuranium",""
"gregtech:meta_item_1",6324,"Purified Oilsands Ore","crushedPurifiedOilsands",""
"gregtech:meta_item_1",6331,"Purified Nether Star Ore","crushedPurifiedNetherStar,siftable",""
"gregtech:meta_item_1",6357,"Purified Coal Coke Ore","crushedPurifiedCoke,siftable",""
"gregtech:meta_item_1",6358,"Purified Tenorite Ore","crushedPurifiedTenorite",""
"gregtech:meta_item_1",6359,"Purified Cuprite Ore","crushedPurifiedCuprite",""
"gregtech:meta_item_1",6360,"Purified Bornite Ore","crushedPurifiedBornite",""
"gregtech:meta_item_1",6361,"Purified Chalcocite Ore","crushedPurifiedChalcocite",""
"gregtech:meta_item_1",6362,"Purified Enargite Ore","crushedPurifiedEnargite",""
"gregtech:meta_item_1",6363,"Purified Tennantite Ore","crushedPurifiedTennantite",""
"gregtech:meta_item_1",6518,"Purified Draconium Ore","crushedPurifiedDraconium",""
"gregtech:meta_item_1",6525,"Purified Aquamarine Ore","crushedPurifiedAquamarine,siftable",""
"gregtech:meta_item_1",6665,"Purified Celestine Ore","crushedPurifiedCelestine",""
"gregtech:meta_item_1",6666,"Purified Bowieite Ore","crushedPurifiedBowieite",""
"gregtech:meta_item_1",6667,"Purified Gallite Ore","crushedPurifiedGallite",""
"gregtech:meta_item_1",6668,"Purified Arsenopyrite Ore","crushedPurifiedArsenopyrite",""
"gregtech:meta_item_1",6669,"Purified Witherite Ore","crushedPurifiedWitherite",""
"gregtech:meta_item_1",6670,"Purified Barytocalcite Ore","crushedPurifiedBarytocalcite",""
"gregtech:meta_item_1",6689,"Purified Fluoroapatite Ore","crushedPurifiedFluoroapatite",""
"gregtech:meta_item_1",6701,"Purified Pyrochlore Ore","crushedPurifiedPyrochlore",""
"gregtech:meta_item_1",6702,"Purified Columbite Ore","crushedPurifiedColumbite",""
"gregtech:meta_item_1",6703,"Purified Fluorite Ore","crushedPurifiedFluorite",""
"gregtech:meta_item_1",6704,"Purified Rhodochrosite Ore","crushedPurifiedRhodocrosite",""
"gregtech:meta_item_1",6712,"Purified Caliche Ore","crushedPurifiedCaliche",""
"gregtech:meta_item_1",6713,"Purified Zircon Ore","crushedPurifiedZircon,siftable",""
"gregtech:meta_item_1",6719,"Purified Trinium Ore","crushedPurifiedTrinium",""
"gregtech:meta_item_1",6735,"Purified Bohrium Ore","crushedPurifiedBohrium",""
"gregtech:meta_item_1",6736,"Purified Seaborgium Ore","crushedPurifiedSeaborgium",""
"gregtech:meta_item_1",6742,"Purified Dubnium Ore","crushedPurifiedDubnium",""
"gregtech:meta_item_1",6743,"Purified Rutherfordium Ore","crushedPurifiedRutherfordium",""
"gregtech:meta_item_1",6746,"Purified Naquadriatic Compound Ore","crushedPurifiedNaquadriaticCompound",""
"gregtech:meta_item_1",6747,"Purified Enriched Naquadric Compound Ore","crushedPurifiedEnrichedNaquadricCompound",""
"gregtech:meta_item_1",6748,"Purified Naquadric Compound Ore","crushedPurifiedNaquadricCompound",""
"gregtech:meta_item_1",6786,"Purified Fermium Ore","crushedPurifiedFermium",""
"gregtech:meta_item_1",6791,"Purified Einsteinium Ore","crushedPurifiedEinsteinium",""
"gregtech:meta_item_1",6797,"Purified Californium Ore","crushedPurifiedCalifornium",""
"gregtech:meta_item_1",6801,"Purified Berkelium Ore","crushedPurifiedBerkelium",""
"gregtech:meta_item_1",6807,"Purified Curium Ore","crushedPurifiedCurium",""
"gregtech:meta_item_1",6814,"Purified Plutonium Ore","crushedPurifiedPlutoniumRadioactive",""
"gregtech:meta_item_1",6818,"Purified Neptunium Ore","crushedPurifiedNeptunium",""
"gregtech:meta_item_1",6822,"Purified Uranium Ore","crushedPurifiedUraniumRadioactive",""
"gregtech:meta_item_1",6827,"Purified Precious Metal Ore","crushedPurifiedPreciousMetal",""
"gregtech:meta_item_1",6836,"Purified Triniite Ore","crushedPurifiedTriniite",""
"gregtech:meta_item_1",6867,"Purified Rhodium Salt Ore","crushedPurifiedRhodiumSalt,siftable",""
"gregtech:meta_item_1",6869,"Purified Rhodium Ore","crushedPurifiedRhodium",""
"gregtech:meta_item_1",6877,"Purified Iridium Metal Residue Ore","crushedPurifiedIridiumMetalResidue",""
"gregtech:meta_item_1",6878,"Purified Rarest Metal Residue Ore","crushedPurifiedRarestMetalResidue",""
"gregtech:meta_item_1",6883,"Purified Ruthenium Ore","crushedPurifiedRuthenium",""
"gregtech:meta_item_1",6894,"Purified Palladium Metallic Powder Ore","crushedPurifiedPalladiumMetallicPowder",""
"gregtech:meta_item_1",6900,"Purified Platinum Metallic Powder Ore","crushedPurifiedPlatinumMetallicPowder",""
"gregtech:meta_item_1",6904,"Purified Zirkelite Ore","crushedPurifiedZirkelite",""
"gregtech:meta_item_1",6910,"Purified Prasiolite Ore","crushedPurifiedPrasiolite,siftable",""
"gregtech:meta_item_1",6952,"Purified Cryotheum Ore","crushedPurifiedCryotheum",""
"gregtech:meta_item_1",6991,"Purified Pyrotheum Ore","crushedPurifiedPyrotheum",""
"gregtech:meta_item_1",7001,"Centrifuged Aluminium Ore","crushedCentrifugedAluminium",""
"gregtech:meta_item_1",7002,"Centrifuged Americium Ore","crushedCentrifugedAmericium",""
"gregtech:meta_item_1",7007,"Centrifuged Beryllium Ore","crushedCentrifugedBeryllium",""
"gregtech:meta_item_1",7008,"Centrifuged Bismuth Ore","crushedCentrifugedBismuth",""
"gregtech:meta_item_1",7017,"Centrifuged Cobalt Ore","crushedCentrifugedCobalt",""
"gregtech:meta_item_1",7018,"Centrifuged Copper Ore","crushedCentrifugedCopper",""
"gregtech:meta_item_1",7026,"Centrifuged Gold Ore","crushedCentrifugedGold",""
"gregtech:meta_item_1",7032,"Centrifuged Iridium Ore","crushedCentrifugedIridium",""
"gregtech:meta_item_1",7033,"Centrifuged Iron Ore","crushedCentrifugedIron",""
"gregtech:meta_item_1",7035,"Centrifuged Lead Ore","crushedCentrifugedLead",""
"gregtech:meta_item_1",7036,"Centrifuged Lithium Ore","crushedCentrifugedLithium",""
"gregtech:meta_item_1",7041,"Centrifuged Molybdenum Ore","crushedCentrifugedMolybdenum",""
"gregtech:meta_item_1",7042,"Centrifuged Neodymium Ore","crushedCentrifugedNeodymium",""
"gregtech:meta_item_1",7044,"Centrifuged Nickel Ore","crushedCentrifugedNickel",""
"gregtech:meta_item_1",7045,"Centrifuged Niobium Ore","crushedCentrifugedNiobium",""
"gregtech:meta_item_1",7047,"Centrifuged Osmium Ore","crushedCentrifugedOsmium",""
"gregtech:meta_item_1",7049,"Centrifuged Palladium Ore","crushedCentrifugedPalladium",""
"gregtech:meta_item_1",7051,"Centrifuged Platinum Ore","crushedCentrifugedPlatinum",""
"gregtech:meta_item_1",7052,"Centrifuged Plutonium 244 Ore","crushedCentrifugedPlutonium",""
"gregtech:meta_item_1",7062,"Centrifuged Silver Ore","crushedCentrifugedSilver",""
"gregtech:meta_item_1",7065,"Centrifuged Sulfur Ore","crushedCentrifugedSulfur",""
"gregtech:meta_item_1",7067,"Centrifuged Tellurium Ore","crushedCentrifugedTellurium",""
"gregtech:meta_item_1",7069,"Centrifuged Thorium Ore","crushedCentrifugedThorium",""
"gregtech:meta_item_1",7071,"Centrifuged Tin Ore","crushedCentrifugedTin",""
"gregtech:meta_item_1",7072,"Centrifuged Titanium Ore","crushedCentrifugedTitanium",""
"gregtech:meta_item_1",7074,"Centrifuged Tungsten Ore","crushedCentrifugedTungsten",""
"gregtech:meta_item_1",7075,"Centrifuged Uranium 238 Ore","crushedCentrifugedUranium",""
"gregtech:meta_item_1",7076,"Centrifuged Uranium 235 Ore","crushedCentrifugedUranium235",""
"gregtech:meta_item_1",7079,"Centrifuged Zinc Ore","crushedCentrifugedZinc",""
"gregtech:meta_item_1",7085,"Centrifuged Almandine Ore","crushedCentrifugedAlmandine",""
"gregtech:meta_item_1",7086,"Centrifuged Andradite Ore","crushedCentrifugedAndradite",""
"gregtech:meta_item_1",7088,"Centrifuged Asbestos Ore","crushedCentrifugedAsbestos",""
"gregtech:meta_item_1",7090,"Centrifuged Banded Iron Ore","crushedCentrifugedBandedIron",""
"gregtech:meta_item_1",7092,"Centrifuged Blue Topaz Ore","crushedCentrifugedBlueTopaz",""
"gregtech:meta_item_1",7096,"Centrifuged Brown Limonite Ore","crushedCentrifugedBrownLimonite",""
"gregtech:meta_item_1",7097,"Centrifuged Calcite Ore","crushedCentrifugedCalcite",""
"gregtech:meta_item_1",7098,"Centrifuged Cassiterite Ore","crushedCentrifugedCassiterite",""
"gregtech:meta_item_1",7099,"Centrifuged Cassiterite Sand","crushedCentrifugedCassiteriteSand",""
"gregtech:meta_item_1",7100,"Centrifuged Chalcopyrite Ore","crushedCentrifugedChalcopyrite",""
"gregtech:meta_item_1",7102,"Centrifuged Chromite Ore","crushedCentrifugedChromite",""
"gregtech:meta_item_1",7103,"Centrifuged Cinnabar Ore","crushedCentrifugedCinnabar",""
"gregtech:meta_item_1",7106,"Centrifuged Coal Ore","crushedCentrifugedCoal",""
"gregtech:meta_item_1",7107,"Centrifuged Cobaltite Ore","crushedCentrifugedCobaltite",""
"gregtech:meta_item_1",7108,"Centrifuged Sheldonite Ore","crushedCentrifugedCooperite",""
"gregtech:meta_item_1",7111,"Centrifuged Diamond Ore","crushedCentrifugedDiamond",""
"gregtech:meta_item_1",7113,"Centrifuged Emerald Ore","crushedCentrifugedEmerald",""
"gregtech:meta_item_1",7114,"Centrifuged Galena Ore","crushedCentrifugedGalena",""
"gregtech:meta_item_1",7115,"Centrifuged Garnierite Ore","crushedCentrifugedGarnierite",""
"gregtech:meta_item_1",7117,"Centrifuged Green Sapphire Ore","crushedCentrifugedGreenSapphire",""
"gregtech:meta_item_1",7118,"Centrifuged Grossular Ore","crushedCentrifugedGrossular",""
"gregtech:meta_item_1",7121,"Centrifuged Ilmenite Ore","crushedCentrifugedIlmenite",""
"gregtech:meta_item_1",7122,"Centrifuged Rutile Ore","crushedCentrifugedRutile",""
"gregtech:meta_item_1",7123,"Centrifuged Bauxite Ore","crushedCentrifugedBauxite",""
"gregtech:meta_item_1",7128,"Centrifuged Lazurite Ore","crushedCentrifugedLazurite",""
"gregtech:meta_item_1",7130,"Centrifuged Magnesite Ore","crushedCentrifugedMagnesite",""
"gregtech:meta_item_1",7131,"Centrifuged Magnetite Ore","crushedCentrifugedMagnetite",""
"gregtech:meta_item_1",7132,"Centrifuged Molybdenite Ore","crushedCentrifugedMolybdenite",""
"gregtech:meta_item_1",7139,"Centrifuged Phosphate Ore","crushedCentrifugedPhosphate",""
"gregtech:meta_item_1",7146,"Centrifuged Powellite Ore","crushedCentrifugedPowellite",""
"gregtech:meta_item_1",7148,"Centrifuged Pyrite Ore","crushedCentrifugedPyrite",""
"gregtech:meta_item_1",7149,"Centrifuged Pyrolusite Ore","crushedCentrifugedPyrolusite",""
"gregtech:meta_item_1",7150,"Centrifuged Pyrope Ore","crushedCentrifugedPyrope",""
"gregtech:meta_item_1",7151,"Centrifuged Rock Salt Ore","crushedCentrifugedRockSalt",""
"gregtech:meta_item_1",7154,"Centrifuged Ruby Ore","crushedCentrifugedRuby",""
"gregtech:meta_item_1",7155,"Centrifuged Salt Ore","crushedCentrifugedSalt",""
"gregtech:meta_item_1",7156,"Centrifuged Saltpeter Ore","crushedCentrifugedSaltpeter",""
"gregtech:meta_item_1",7157,"Centrifuged Sapphire Ore","crushedCentrifugedSapphire",""
"gregtech:meta_item_1",7158,"Centrifuged Scheelite Ore","crushedCentrifugedScheelite",""
"gregtech:meta_item_1",7161,"Centrifuged Sodalite Ore","crushedCentrifugedSodalite",""
"gregtech:meta_item_1",7181,"Centrifuged Spessartine Ore","crushedCentrifugedSpessartine",""
"gregtech:meta_item_1",7182,"Centrifuged Sphalerite Ore","crushedCentrifugedSphalerite",""
"gregtech:meta_item_1",7185,"Centrifuged Stibnite Ore","crushedCentrifugedStibnite",""
"gregtech:meta_item_1",7187,"Centrifuged Tanzanite Ore","crushedCentrifugedTanzanite",""
"gregtech:meta_item_1",7188,"Centrifuged Tetrahedrite Ore","crushedCentrifugedTetrahedrite",""
"gregtech:meta_item_1",7190,"Centrifuged Topaz Ore","crushedCentrifugedTopaz",""
"gregtech:meta_item_1",7191,"Centrifuged Tungstate Ore","crushedCentrifugedTungstate",""
"gregtech:meta_item_1",7193,"Centrifuged Uraninite Ore","crushedCentrifugedUraninite",""
"gregtech:meta_item_1",7198,"Centrifuged Wulfenite Ore","crushedCentrifugedWulfenite",""
"gregtech:meta_item_1",7199,"Centrifuged Yellow Limonite Ore","crushedCentrifugedYellowLimonite",""
"gregtech:meta_item_1",7201,"Centrifuged Nether Quartz Ore","crushedCentrifugedNetherQuartz",""
"gregtech:meta_item_1",7202,"Centrifuged Certus Quartz Ore","crushedCentrifugedCertusQuartz",""
"gregtech:meta_item_1",7203,"Centrifuged Quartzite Ore","crushedCentrifugedQuartzite",""
"gregtech:meta_item_1",7204,"Centrifuged Graphite Ore","crushedCentrifugedGraphite",""
"gregtech:meta_item_1",7206,"Centrifuged Jasper Ore","crushedCentrifugedJasper",""
"gregtech:meta_item_1",7211,"Centrifuged Lignite Coal Ore","crushedCentrifugedLignite",""
"gregtech:meta_item_1",7212,"Centrifuged Olivine Ore","crushedCentrifugedOlivine",""
"gregtech:meta_item_1",7213,"Centrifuged Opal Ore","crushedCentrifugedOpal",""
"gregtech:meta_item_1",7214,"Centrifuged Amethyst Ore","crushedCentrifugedAmethyst",""
"gregtech:meta_item_1",7215,"Centrifuged Redstone Ore","crushedCentrifugedRedstone",""
"gregtech:meta_item_1",7216,"Centrifuged Lapis Ore","crushedCentrifugedLapis",""
